id	event	text_a	offensive	label
735b127a-2807-4f38-a9cf-376a83897c10	ChampionsLeague	Bueno pues ya termino la #ChampionsLeague ahí nos vemos el siguiente torneo	NO	others
0f0efdd4-5e55-41ed-a55a-d711ed319da8	NotreDame	 USER USER Ayer, mi hijo me preguntó: “Entre salvar un hombre aleatorio y #NotreDame u otro monumento equivalente, ¿qué elegirías?” Todavía se me encoge el alma por el segundo que tardé en contestar. Pero creo que merece la pena arriesgar la vida por salvar algunas Cosas. (Con mayúsculas).	NO	joy
4cf4e107-d801-40a4-824b-5e6e9200d4cd	GretaThunberg	Buen día amigos. Recuerden que pueden utilizar este fin de semana para preparar los carteles que llevarán a la marcha. Todo debe ser con material reciclado ♻️ como cartón o tela. Nos vemos el viernes! 💚 #FridaysForFutureMx #FridaysforFuture #FelizSabado #GretaThunberg	NO	others
7ec29b09-3fd1-4349-8acf-9296818ad9e6	ChampionsLeague	en colombia ya habrían habido como 5 tarjetas amarillas, y si juega millos sancionado el campin por un año. #ChampionsLeague	NO	others
9383d707-8527-4537-93e7-a89c30eaf9f9	LaLiga	Min.88 [1-0] Se ha revisado en el VAR un posible penalti por manos de Arias. No se concede. #LaLiga	NO	others
0c7fa4ca-88a2-4c33-b2b3-b69a2990c348	GameOfThrones	Quien más amo el dúo de Jamie y Brianne 🥺💞? #GameofThrones #JuegodeTronos	NO	others
919be92f-b3ed-4a50-be15-9a9ca97d2d89	SpainElection	#ElecccionesGenerales28A madre mía, el país parece ser que se va a la mierda...	OFF	surprise
48d712c6-42e5-47fe-b238-4ced939f2580	WorldBookDay	Tenemos un paquete de 10 libros esperando por ti 😏. ¿Los quieres?, aquí todos los detalles para obtenerlos 👇🏼 #DíaDelLibro USER https://t.co/Bq51Tw2mw4… https://t.co/6oa1SK51mr	NO	others
97e16d79-e4ca-44b8-ab7d-eb684df97cdf	Venezuela	Mañana primero de mayo Venezuela se concentra en la mayor manifestación de repudio y rechazo al usurpador Maduro. Hoy pensó irse, hay que terminar de convencerlo. Adelante!! #VenezuelaLibre	NO	disgust
77dba29b-36aa-4e88-bc47-5c57e23f1eed	NotreDame	y si dejamos de comernos la cabeza y nos comemos la boca? estaria bien no? #frases #tumblr #NotreDame	NO	others
9cecade7-88fc-42f3-97c0-74e208901734	GretaThunberg	¡Ha llegado el momento de actuar! Los esperamos cada viernes a las 16:00 PM, en el parque central. Entre más personas decidan unirse; El impacto será aún mejor. ¡Por nuestro hogar, Por nuestro futuro! #fridays4future #fridaysforfuture #globalclimatestrike #gretathunberg #mexico🇲🇽 https://t.co/pSjj6uPyAt	NO	others
3b747f97-ce1e-48a0-8826-ccee221ab450	WorldBookDay	¡Hoy celebramos con todos los lectores, autores, editores, y con todos los amantes de las letras el #DiaDelLibro! Continuamos trabajando en pro de la cultura escrita y de los derechos de los creadores. 📚😍 #DiaInternacionalDelLibro https://t.co/wpbBX03K56	NO	joy
9e926032-18f8-4db8-9243-1fa29f31f797	SpainElection	Superado 50% del escrutinio la victoria del #PSOE es aplastante y el descalabro del #PP histórico.Los socialistas podrían gobernar con #Ciudadanos o con #UP y apoyos de #PNV. #Vox no vería cumplidas sus expectativas #ElecccionesGenerales28A #Elecciones28A #28A #CanalSur28A https://t.co/wjF83f1GTo	NO	joy
eb642801-2d0e-4001-85c4-bdeea637930b	SpainElection	Yo no soy analista político, pero lo que pienso es que si ciudadanos, en vez de escorarse a la derecha, se hubiera centrado hoy habría sido la sorpresa, habría superado al PP sin despeinarse #ElecccionesGenerales28A	NO	others
a48e2880-0d78-478d-b021-379506ee6314	WorldBookDay	Hoy es el #DiaDelLibro así que también es el día de mi querido Mermo, un personaje que realmente es un libro. Feliz día Mermo!! https://t.co/dvxPDwxWOP	NO	joy
9dc99783-1857-4141-b24a-d14d1b5aea49	GameOfThrones	Me he levantado a verlo. No hagáis spoilers y no le fastidiéis a nadie este gran capítulo. #JuegoDeTronos #NoSpoilers #GameofThrones	NO	others
9323a2a1-e877-4885-a05e-8f5f1b09445b	SpainElection	Creo que este es el mejor análisis de la noche #ElecccionesGenerales28A... y es de USER , claro! https://t.co/nKQuItDVFk	NO	joy
ba78a264-ef3e-481b-82d6-ca0e588795e0	ChampionsLeague	¿Quieres un análisis #distinto sobre el cruce de la #ChampionsLeague entre el #FCBarcelona y el #Liverpool? En USER fuimos a #LaPizarra e hicimos nuestra #predicción de manera más objetiva. 👉 https://t.co/OUHHMCbQ3X [Gracias x #RT] #UCLenCUBA ⚽🇨🇺 https://t.co/V7kmCckulE	NO	others
1c1a5092-614b-44dd-85d4-8699e9c7db49	ChampionsLeague	Goooooolazo! De Tiro libre! Meeeessiiiii! 3-0... #ChampionsLeague	NO	joy
8a13355c-c61e-4f9a-8cb3-cd816c6dc515	ChampionsLeague	Que equipo le puede jugar así al Barça en su casa?? Dominando todo el juego el Liverpool... Sólo falta el gol... #ChampionsLeague	NO	others
04ca4fa6-bfc0-4680-bcf2-4069e293a9e5	NotreDame	Es genial la gente aprovechando el incendio de #NotreDame para postear fotos diciendo «yo estuve ahí».	NO	sadness
bfa75aeb-146d-46be-931e-cd73996134e3	GameOfThrones	Arya hija de puta! TE AMOOOOOO. #JuegodeTronos #GameofThrones	OFF	joy
05a37d97-dcf3-4aa0-9370-5c46383efb87	GameOfThrones	Tranquilos que en 4 horas empieza el tercer capitulo de #JuegodeTronos ....no todo es malo	NO	others
ff066a8a-dbd9-454b-bc3e-ef5ba72ed837	LaLiga	En serio ésto es la puta cuenta de USER en Instagram? Menuda banda de hijos de puta! #Ligacorrupta #laLiga https://t.co/m52t9VOf4f	OFF	anger
3c3c8bbe-2f94-4c02-b8d6-8a61c5e9c455	ChampionsLeague	Hoy hay Chaaaaampions y queremos saber quién gana hoy sobrinos. #ChampionsLeague #Barcelona #Liverpool #FútbolGodínez	NO	joy
fb6701aa-5af6-43f7-a7b4-ddd320ff2c93	LaLiga	Hoy Leo Messi puede levantar su primera Liga como capitán. #ForçaBarça #BarçaLevante #LaLiga https://t.co/c42ATTSljI	NO	others
c704779a-4da2-4e63-abd0-a52238bb3647	LaLiga	Vaaaamos Campeones de la Liga!!!!! #BarçaLevante #Laliga	NO	joy
8ae5eccb-fcfe-4116-b15f-14d025158a13	SpainElection	Posible gobierno con el 46% escrutado: ¿PSOE + CIUDADANOS? ¿Qué opinas? #ElecccionesGenerales28A #EspañaDecide #Elecciones #Elecciones2019 #Elecciones28A #pp #vox #podemos #ciudadanos #psoe #EleccionesA3N #EleccionesGenerales  #EleccionesGenerales2019 https://t.co/DYi8fJaBZR	NO	others
7ab2f376-d25e-4175-9746-e806be9cd971	NotreDame	#NotreDame tristeza infinita. El tiempo, la historia, los hechos van a explicarnos el #porque	NO	sadness
9d74a3f9-e288-4018-adb4-40477f3efa41	WorldBookDay	Un libro es un arma poderosa👌 #DiaDelLibro	NO	others
62dcbfcf-ac2f-40fa-be02-8fa7fedb6ccb	ChampionsLeague	El medio golazo de #Messi, loco wom!! Le sacó las telarañas al rincón del arco. 😱😅 #ChampionsLeague	NO	others
65d77480-ef70-4502-8714-0c327709fc8c	NotreDame	Muy tristes por Notre Dame y algunos hasta llorando, ah pero como no se ponen tristes con los incendios forestales... 🙄🤷 #NotreDame	NO	sadness
b33e46f3-4493-4213-8f0b-7f8c0d812643	Venezuela	Nunca pensé que aplaudiría alguna acción de este hombro. Así somos los humanos: una bola de contradicciones. Ánimo Venezuela. #VenezuelaLibre #VenezuelaEstamosContigo https://t.co/Go1ywzTEGx	NO	others
6b04ac6c-fd72-4368-95bf-e2d14c70b639	ChampionsLeague	#Liverpool equipazo le falta solo definir #CHAMPIONSxESPN #championsleague	NO	others
f5083288-026b-4324-800b-3534667a165e	NotreDame	Parisinos y turistas se unen en plegarias y llanto por la tragedia en #NotreDame https://t.co/2BBeEM9gjr https://t.co/ztTFd7o8mM	NO	sadness
d69e8105-ade7-41a3-a525-a22b28df0f0e	NotreDame	Una magnífica estructura arquitectónica con más de 800 años de historia y uno de mis edificios preferidos del mundo.❤️ 🙏😢🇫🇷 #NotreDame #París #Francia https://t.co/U0A1NisvEg	NO	sadness
2d4e6256-6f49-44fa-a2d7-f822a0655132	LaLiga	#campionsE3 #BarçaLevante #LaLiga #CAMPEONES Cuando ya te flipas un poco bastante... https://t.co/gXH4sTJ6AE	NO	others
4e3213cd-d7a7-4e06-84bd-d45b19de3489	GretaThunberg	Si digo lo que pienso de esta papanatas, que además es clavada a la niña de la familia monster, me cierran la cuenta, pero es que si digo lo que pienso de sus padres, o de las que la usan a saber para que, me detienen. Lo del Parlamento Europeo ya es de chiste. #GretaThunberg https://t.co/slN7ViAS8L	OFF	anger
573f4ee3-c380-4acf-a2c6-0ede6e363ced	GretaThunberg	 USER quiso recibir a USER pero ella está de exámenes y tiene que estudiar... una persona muy responsable !! 👏 #climatechange #CambioClimatico #GretaThunberg https://t.co/ovwmaoaMCA	NO	others
e57f5ddf-b3e3-4aa8-b7fd-3731334f72d3	Venezuela	#VenezuelaLibre esta matanza a sangre fria tiene que terminar!!!! FUERZA VENEZUELA 🇻🇪🇻🇪🇻🇪💪🏻💪🏻	NO	anger
758b134b-c78b-4e42-aaaf-e437a7ad8745	WorldBookDay	Hoy conmemoramos el #DíaDelLibro , un buen momento para seguir fomentando la lectura en niños y adultos. En USER apoyamos las causas que se enfoquen a la educación y al conocimiento para un mejor desarrollo. ¿Cuál es tu compromiso? #MiCompromisoPorPuebla https://t.co/hClAuXadic	NO	joy
c1b985dc-4349-444d-8bf0-d35d6c4ae752	SpainElection	El PP de Casado se hunde y suma solo 65 escaños, con el 86 por ciento escrutado https://t.co/Ui7tjWf5Dd vía USER #ElecccionesGenerales28A	NO	surprise
04015798-aaf3-40f5-9b6d-ae30e1ff1e3e	NotreDame	 USER USER Mezclar la catástrofe de #NotreDame con Cataluña es difícil. Pero parece fácil para cualquier psicótico obsesivo como vosotros.	OFF	anger
2f7003cd-7e6e-406d-8c39-600a5f2eaf18	GameOfThrones	De verdad, #Got #JuegodeTronos #BattleForWinterfell un poquito más de claridad en los capítulos, que ni en la oscuridad absoluta se ve bien.	NO	anger
161031fb-a69d-4ba9-b05e-1e39307b6913	GretaThunberg	Todo un ejemplo contra el #CambioClimático #GretaThunberg USER Desde ahora, me confieso un ferviente admirador de esta chica 😍 https://t.co/QP7z6XVPbt	NO	joy
04c3c9d7-20aa-4780-a1c0-12ea8027bda4	NotreDame	Increíble haber visto esta tragedia en vivo. Gran pérdida para la humanidad. Un privilegio haber visitado por última vez #NotreDame Condolencias a todo #Paris y a #Francia por este día lamentable. https://t.co/MjLUMxFHe9	NO	sadness
7b56a5fd-e566-46e8-a265-f6897f108321	GretaThunberg	“Nuestra casa se está desmoronando y nuestros líderes tienen que empezar a actuar en consecuencia” - Impactante discurso de #GretaThunberg ante El Parlamento Europeo - 16 de abril 2019. https://t.co/A8ZeaLI7hV	NO	others
d7009642-c8d2-4089-9b41-b55804deaee1	ChampionsLeague	Pienso que el jugador clave de esta eliminatoria será Brahim. Si aparece el próximo balón de oro nadie podrá pararlo #ChampionsLeague #BarçaLFC	NO	joy
39749700-0057-4a48-9740-5c8d9d6d5a5b	GameOfThrones	Quien diga que se esperaba el final de este capítulo de #JuegodeTronos miente. Y punto. #GameofThrones #GOT #8x03 ❄️	NO	anger
b3b1c9b1-0454-4fbf-b64c-d8401fbcbb76	NotreDame	Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de #NotreDame para cantar y esperar lo mejor ante la tragedia. https://t.co/FOrdY6GybF	NO	sadness
2d085b95-ba81-401f-91e2-482c29aa4d0e	GameOfThrones	Ahora si que vamos a disfrutar el capítulo de #JuegoDeTronos Que buena noche se está quedando	NO	joy
3d71a7c9-f516-4a9b-8ee7-e6afcb37a1d1	SpainElection	Resultado. España, como dije muchas veces, es un país moderado de gente a la que no le gusta el conflicto. NADIE. Repito. NADIE con un discurso extremista ni de izquierda ni de derecha tiene posibilidades de ganar unas elecciones. #ElecccionesGenerales28A	NO	others
63a4023f-7fe8-4310-a168-70c784a2a42f	SpainElection	Ojo: Los dos grandes protagonistas del #1O USER USER sacan la mitad Sembrar el odio no compensa #EleccionesL6 #EleccionesGenerales #ElecccionesGenerales28A	NO	others
d32f4eed-9bee-4e2c-b5e1-3aac7d9bbfa8	GretaThunberg	En #codigodana iniciamos una serie de #podcast donde contaremos #todalaverdad sobre el #cambioclimatico Hablamos de la activista más joven del planeta y que está dando mucho que hablar : #gretathunberg https://t.co/lp7ad6QPKS #climatechange #fridaysforfuture #climatestrike https://t.co/2W9avA36HS	NO	joy
4d140e65-c69e-4801-88a1-8f7ff8bde8e2	LaLiga	‼️⚡️BARCELONA TRICAMPEÓN DE #LALIGA⚡️‼️ USER se consagró campeón de USER 2018-19! 🏆 tras derrotar 1-0 al #Levante con gol de #Messi al minuto 62’ https://t.co/gfUuqTC1g8	NO	others
e4e23602-208d-4d18-9417-154150e1c471	LaLiga	Se DOLÍA Piqué de la ESPALDA tras una acción defensiva. El central podrá continuar. Minuto 11, Barça 0-0 Levante. #LaLiga https://t.co/RjANa8BEfT	NO	others
e92ffdff-ec84-4454-90b8-3a6c6223490a	ChampionsLeague	YA PODÉIS DESCARGAR EN XVIDEOS EL GOL DE MESSI 🔵🔴 #BarçaLFC #ChampionsLeague	NO	others
e4b99902-b40d-4d88-92f4-93c725161451	SpainElection	#ElecccionesGenerales28A Haya ganado o perdido tu opción política, este vídeo seguro que os hace sonreír un poquito... Creo que no he hecho un vídeo mejor en mi vida. Quiero mi Goya https://t.co/MtZ6nodSck	NO	joy
50d19d86-2b77-48b8-bbce-35fc57981264	NotreDame	Yo solo estoy esperando que Yisus no cancele las Vacaciones...☝🏽😕 #NotreDame	NO	others
f7ff296a-32c6-405f-bf86-e047a6dfbfc1	WorldBookDay	#DiaDelLibro y como siempre ni un digital recibiré 😣	NO	sadness
3244c8a3-f6fc-473b-b60a-afe7ac9fa7a8	WorldBookDay	Lo bien q queda eso de “ponte en el lugar de la otra persona” y lo difícil q es hacerlo, #SantJordi2019 #DiaDelLibro	NO	sadness
dce54118-ab09-43af-ae2f-ae95d33c8392	GameOfThrones	MADRE MÍA JUEGO DE TRONOS, MADRE MÍA, SE ME OYE GRITAR DESDE TODOS LOS RINCONES DE LOS SIETE REINOS, YO NO ESTOY BIEN, ESTO ES DEMASIADO #JuegoDeTronos #GameOfThrones	NO	surprise
b69b11ad-a187-4c1b-8b73-d242245b1aa6	Venezuela	Twitteros apoyando a USER liberando a #Venezuela 👀 https://t.co/PtrzjemU3v	NO	others
2a2e1c81-c7b3-458a-a022-3137433ff607	GretaThunberg	Estudiantes de escuelas de #Roma en huelga para salvar el planeta, siguiendo el ejemplo de la sueca #GretaThunberg #fridaysforfutureitaly https://t.co/PlrTfKLDWz	NO	others
0bad7883-e88e-4d41-87eb-4eaff9f2f2c6	Venezuela	Si no aceptan una revolución popular violenta ¿Por qué si un golpe de Estado en Venezuela? Hipocresía ideológica liberal, socialdemócrata y reformista del mundo entero. La lucha de clases, ni la historia han acabado #VenezuelaSeRespeta #Venezuela #VenezuelaPatriaSoberana #Chile	NO	anger
c0213234-c7cb-4a4c-a447-8a4da5d27341	Venezuela	⚠️El intervencionismo de #EUA 🇺🇸 contra #Venezuela 🇻🇪 es cínico ¿Quíen aún podría cree que a #EUA… - le interesan los #DerechoHumanos de venezolanos?, - que no está motivado por los #RecursosNaturales de Venezuela? https://t.co/kkaTS52UmV #Blackwater #ErikPrince	NO	anger
4a1b34ad-7ff3-4342-b9d7-3f0bf3cc198f	NotreDame	Desde el Colegio de Arquitectos de #Valladolid lamentamos profundamente el incendio que ha sufrido la catedral de #NotreDame de #París, un símbolo de la #arquitectura a nivel mundial (vía USER ) USER USER USER USER USER https://t.co/LkiEzHjQrH	NO	sadness
a2ab0099-bcfb-440f-aeea-c22f9ffe9f84	NotreDame	+ graves) no se rinden, me da pena que se les valore tan poco el trabajo que realizan, no sabéis la de historias que me a contado mi padre y de las cuales os pueden llegar a sorprender. Sin ellos no sé qué haríamos #NotreDameEnLlamas	NO	sadness
c5de742d-adee-4e12-81a8-2e4bcfa22405	ChampionsLeague	El puto amo de todos.... #championsleague	OFF	others
4277261d-bdba-413b-aa02-d2a3b60a6552	ChampionsLeague	 USER y USER hermanos separados al nacer. El segundo sin liga y sin copa. El primero para allá va. #ChampionsLeague #ChampionsxFOX	NO	others
2280948a-9856-4899-9532-1e2c93db331f	LaLiga	Gracias #Messi #LaLiga un nuevo título para USER el puto amo del fútbol mundial. https://t.co/96Yq4aKjT0	NO	joy
4f6f7d11-48c3-49ee-95c0-d6db44cc9e6e	LaLiga	Felicitar a los culés por el título d liga. ENHORABUENA #LaLiga #BarcaLevante #Campeones	NO	joy
adeff059-e54b-4bf5-a34e-3928f4b8ace8	ChampionsLeague	Enhorabuena USER por el pase a la final. Lo siento USER es que en España hay mucho gafe suelto. Ejem USER #eliminatoria #ChampionsLeague #futbol #FCBarcelona #Liverpoolfc #gafe https://t.co/cjFsSLAW3w	NO	others
34a8db39-18df-4302-af79-5eb6c509402a	SpainElection	#ElecccionesGenerales28A Me voy a dormir muuuuuy contenta. 😛 https://t.co/RDYvZAkvch	NO	joy
3a809c1e-1f21-4fb7-973a-f85cefe9ca17	WorldBookDay	🇨🇺Curiosidades en el #DiaDelLibro y Día del Idioma Español en USER : #Cuba: El primer libro editado por la Imprenta Nacional en 1960, fue precisamente «El ingenioso Hidalgo don Quijote de la Mancha», con una tirada de 100 mil ejemplares. USER USER https://t.co/y8rsqHMBpN	NO	others
14c4d8ec-8f02-4433-8871-bbc4d8d22522	ChampionsLeague	GOOOOOOOOOOOL de #d10s !!!!! Sufrir sufrir sufrir.... y llega Messi y nos da la vida #ucl #ChampionsLeague #BarçaLFC	NO	joy
ffd07c1a-bf1f-4a89-b91c-3dcd20de04cb	ChampionsLeague	Primera vez que veo a Messi exagerar una falta. #ChampionsLeague	NO	surprise
6d51e287-8274-4e1b-b4fd-37993a99ce5c	Venezuela	#INTERNACIONALES Levantamiento en #Venezuela: Insurrección del líder opositor Juan Guaidó con apoyo militar y civil https://t.co/M5pqBQarFY https://t.co/t8vvtImQol	NO	others
cb60d4cf-02aa-4ace-ab52-0dc25221798f	SpainElection	Qué maravilla la derrota de VOX 😂😂😂😂😂 #ElecccionesGenerales28A #28A https://t.co/UTdTqtkXZo	NO	joy
2c0a57ed-fba8-4f42-acd6-e6bda681c241	ChampionsLeague	Miercoles de no trabajo + tarde de #ChampionsLeague #BarçaLFC , Imperdible!👊🏻🤩	NO	joy
c15b8197-f883-4b55-b698-929536d3bb2e	LaLiga	Primera vez en la historia que el trofeo de #LaLiga es entregado directamente a Messi como capitán del Barça https://t.co/NUfG5iQ7R5	NO	joy
9c599122-d0d9-40e5-bab2-60b68ca3d9e9	NotreDame	Es una mierda lo que paso en #Paris pero please dejen de subir su foto en #NotreDame 🙄😴	OFF	disgust
93fc822e-7f59-4299-ac52-766119bf595b	WorldBookDay	"""SI LEES TU CONDUCIRAS, SINO LO HACES, SERAS CONDUCIDO"" 😚📚📖 #23DeAbril #DiaDelLibro https://t.co/IwAwvmbaoV"	NO	others
af229166-8abf-47e8-b743-f76e5fcaec37	SpainElection	¡Tomaaaa! Estoy viviendo un momento único!!! ¡¡El Psoe ha ganado en Murcia, no me lo puedo creer!!! Voy a llorar 😭😭😭 #ElecccionesGenerales28A	NO	joy
c94d1225-4495-4cb3-b57c-0aa26b52e296	WorldBookDay	Hoy el #DiaDelLibro entre mis recomendaciones está la biografía de Cocó Chanel y el libro de inteligencia emocional, de las dos lecturas obligadas para mí.	NO	others
8c85dd7a-4ccd-42ce-b917-6256d48b468f	WorldBookDay	"Registrando en los cajones de mi vieja, me entero (o más bien recordé) que tiene entre sus cosas ""Mujeres: La sexualidad secreta"" de Patricia Politzer 😱 #DiaDelLibro"	NO	others
8da9db15-a487-41c5-83a2-74849adf0ab8	NotreDame	Muchachos, es lamentable lo que le pasó a la catedral de Notre Dame, sin embargo es un poco triste que nos afecte más que los incendios forestales en nuestros estados, ahí las pérdidas si nos afectan directamente y no son solo materiales #NotreDame	NO	sadness
b7be1a11-04a2-4a33-8ddb-68d824ada327	ChampionsLeague	Mientras espero mi reino, hoy he disfrutado de mi templo ❤️💙 #ChampionsLeague #barcalfc	NO	others
fe97e9da-e69c-475b-b9c1-431a4c572d8a	LaLiga	#LaLiga Solo ver el fichaje de Vidal es una Cagada sobrevalorada	OFF	anger
447108a6-5849-4d24-acf2-fd2e6d6d6e89	ChampionsLeague	¡D10s Santo! Para #Messi no tengo más adjetivos. Quiere la #ChampionsLeague Hermoso, hermoso, hermoso... #BARLIV	NO	joy
cf6387f9-ae74-4a2e-a9f8-0772106aff65	Venezuela	"#Ahora en el aire de USER está USER para explicarnos lo que está pasando en #Venezuela ""Guaidó es un miembro de una asamblea y la OEA acepta a un miembro de esa asamblea""."	NO	others
84533ed8-49ae-49e4-9d5e-0329181dd4bd	ChampionsLeague	Estos holandeses no sé si conducen o arbitran peor. Qué desastre de árbitro, Sadio Mané lo engaña cada vez que quiere #barliv USER #championsleague	NO	anger
9e63866c-cb65-4355-9c9c-5252efe92cab	SpainElection	Que Bildu tenga 4 escaños me parece una vergüenza, que esa escoria terrorista pise un congreso demócrata me repugna #ElecccionesGenerales28A	OFF	disgust
3951d37e-40f6-4470-b875-b0c5e0e8a26c	NotreDame	Hoy #16Abr, el mundo puede ver como quedó #NotreDame después del incendio. https://t.co/oHmvDsK1ms	NO	others
11712149-0bf2-409f-91e8-33ec772b6c61	GameOfThrones	Imposible ver Twitter sin comerse algún spoiler de Juego de tronos, controlad un poco!!!! #JuegodeTronos #gameofthrones #SPOILERSGOT	NO	anger
90fd1fd7-108c-402e-891a-9a733b9c7071	WorldBookDay	Empieza el #DebateAtresmedia. ¿Los ilustres y no sé si ilustrados candidatos serán capaces de hablar de #Cultura en el #DíaDelLibro? ¿Serán capaces de (¡utopía!) citar a #Cervantes? Veamos...	NO	others
76317db0-62f1-4f8d-8892-6254202af2f7	ChampionsLeague	Deja que la piel se te ponga chinita... ¡¡bendita #Championsleague !! 😍😍😍😍😍 Medio tiempo USER 1 🆚️ 0 USER https://t.co/XC6D1XXqHB	NO	others
783545f1-574b-4d93-80a8-8ed6dc03d748	GretaThunberg	Hoy 15marzo ,el alumnado de 2 ESO del USER concienciado con el movimiento global contra el #CambioClimatico #Agenda2030 USER #GretaThunberg https://t.co/0rial9Hn1o	NO	others
b8e3b878-f0e3-47e3-bf33-e35918e91ddc	ChampionsLeague	Qué putos nervios !! Vamos Barça !!! ❤️💙#ChampionsLeague	NO	others
01a95d48-c91d-48b1-a3f8-d3f5d37fa57c	ChampionsLeague	#messi el puto amo #BarcelonaLiverpool #ChampionsLeague USER 3- USER 0	OFF	joy
138486c2-3143-45aa-937b-9ee676718f80	ChampionsLeague	Jurgen Klopp por no descuidar la liga esta muy cerca de perder la #ChampionsLeague. se equivoco en la alineación.	NO	others
dc394d95-185a-4d93-a5f8-af052c1d6f7a	GameOfThrones	La gente preocupada con las elecciones cuando no saben que hoy es la batalla de invernalia #JuegoDeTronos	NO	others
defc6520-c166-435e-863c-620ec3e52df7	ChampionsLeague	#ChampionsLeague | Este es el once del USER para enfrentar al USER : https://t.co/M0wbGDcmNE https://t.co/9OwO97u97W	NO	others
e8a15693-3761-4201-ac59-5c0e926c8260	SpainElection	Quien haya planeado que salgan a la vez, no ha pensado que podemos verles a los tres pero que solo podemos escuchar a uno. #28A #ElecccionesGenerales28A USER USER USER 	NO	others
27531f22-af95-4518-b3e4-3d7d7c632864	WorldBookDay	#DíadelLibro creada en 1971 por editorial Quimantú, la revista #Cabrochico fue la respuesta de “izquierda” a la “derechista” #Mampato. En serio, así de polarizados estábamos, que la… https://t.co/UirlvHTr2a	NO	others
d3127cd8-8618-474c-b302-5098a52967d7	NotreDame	Primero se quema #NotreDame Segundo Siboldi anuncia su renuncia al Veracruz Que semana nos espera.	NO	surprise
eeebf85b-1229-4781-a613-126583ed49e8	WorldBookDay	"""La curiosidad no es un pecado, pero debemos ser cuidadosos al ser curiosos"" #DiaDelLibro #HarryPotter #TheMonsterBook https://t.co/tpMwCVAxTv"	NO	others
4ba5ddf9-e1c2-4d42-a483-5256a514fe47	ChampionsLeague	#championsleague No entiendo cómo Valverde no saca a Dembele si lo que quiere es salir a la contra. Este hombre es cagón hasta la desesperación.	OFF	anger
31e172fc-0917-4e98-8671-7de05ff5bf8a	SpainElection	Imposible que se tranquilice un poco esta mujer. Para ella las elecciones no han cambiado nada. Manda narices #masdeuno #inesarrimadas #ElecccionesGenerales28A	NO	anger
d5037a7d-4062-469b-b2a3-c98d0b0e62c6	GretaThunberg	#GretaThunberg emociona al #ParlamentoEuropeo con su discurso contra el #cambioclimático: 'Se acaba el tiempo' https://t.co/j5U7qJgJyB vía USER #conRderuido No al #ruido y Sí a la #salud y a la #convivencia Información y formación para decidir	NO	others
a27e2fbb-6be2-4ee2-bf75-602b0ca6b10f	GameOfThrones	Me acabo de marcar un nuevo récord mundial de apnea: exactamente hora y veinte sin respirar. #JuegoDeTronos #8x03	NO	surprise
f11f6fed-63e2-4eea-b08f-b4e1054569b2	NotreDame	 USER No te sientas mal por llorar, es horrible que esto atroces suceso sigan ocurriendo #NotreDame	NO	sadness
73b847d4-7e96-4d64-9648-840a78833a98	WorldBookDay	Feliz día mundial del libro 📚 📖 #DiaDelLibro #Acapulco #FelizDiaDelLibro #N7 https://t.co/tXQ6gXlzsl	NO	joy
e3da27a6-c7f8-4092-b4cb-8a3be4c1b29a	SpainElection	En España ha quedado claro que se pueden perder las elecciones en una democracia, pero que bajo ningún concepto dejaremos que se pierda la democracia en unas elecciones! #ElecccionesGenerales28A #28A	NO	others
df690583-a420-4bda-8452-3e67f3d339d2	ChampionsLeague	Voy con USER La próxima sorpresa en la USER No hay bronca mantenme 😂😂 #lachampions #championsleague #liverpool #liverpoolfc #futbol eltrionline USER https://t.co/BPyCaxjHlO	NO	others
cf53a324-9d1c-4e51-ad44-c01a4c3ba8ef	GameOfThrones	¡Hola! Hemos lanzado esta encuesta sobre las batallas épicas de #JuegodeTronos. ¿A quién queréis más: a papá o a mamá? 😉 USER USER USER USER #GameofThrones https://t.co/IP4fLBywj0	NO	others
a16e4628-f0ca-4169-86f7-66ee3ee99011	Venezuela	Respecto a la situación política de #VENEZUELA: pasamos de lo sublime a primera hora de la mañana, a la opacidad de la información en la tarde, y ahora al temor y sospecha que por ahora todo termina esta noche ..!	NO	fear
5ffeb805-611a-4e9f-beca-33d582140785	ChampionsLeague	Bienvenidos al templo de Leo Messi. #UCL #BarçaLFC #ChampionsLeague	NO	others
9fa17542-5161-4d46-abcf-5bf042012f9e	ChampionsLeague	#ChampionsLeague el árbitro se preocupa más por las camisetas que por los codazos, rodillazos y tlaqueadas	NO	others
ec152e76-f4bf-4444-bf41-d88b2572cd71	GameOfThrones	 USER llévale a Arya como Ministra de Defensa #GameOfTrones #JuegoDeTronos	NO	others
78d1c2df-460c-4be7-9282-3535ae6ca34e	NotreDame	"Fue lo primero que fuimos a ver en #Paris. Acababan de limpiarla y mi cara de extrañeza hizo que mi mujer comentase ""Lo #gótico no es oscuro por definición"". Nuestros hijos solo lo vivirán como anécdota. Gran perdida para la humanidad. #NotreDame #NotreDamedeParis"	NO	sadness
2b2b6522-74aa-4ce7-94e9-1c8b475353c3	WorldBookDay	La persona, ya sea un caballero o una dama, que no disfruta de una buena novela, debe ser intolerablemente estúpida. Jane Austen Feliz #DíaDelLibro https://t.co/RbnXrmHQ1J	NO	others
